path	category	confidence	loc_or_bytes	evidence	risk
Assets/Game/ScriptableObjects/Weapons/BallLightningWeapon.asset	duplicate	high	639 bytes	refcount 0. Its m_Script resolves to Scripts/Items/Core/InventoryItem.cs — it is an InventoryItem, not a weapon config, and it sits in ScriptableObjects/Weapons/ where the other three files are real weapon configs (AIM_GruntPoor, FIRE_PistolBurst, WPN_RobotPistol, all 5-6 refs). Because it is not under a Resources/ folder, RegistryLoader's Resources.LoadAll<InventoryItem>("Items") can never see it, so it is unreachable even by string. The live definition is Resources/Items/Artifacts/BallLightningWeapon.asset (2 refs, itemName 'Ball Lightning Weapon').	Cascade: it is the SOLE referencer of Art/Sprites/Items/BallLightningWeapon.png, which becomes orphan too (the live Resources copy uses a different icon guid 5973b3a6…).
Assets/Game/ScriptableObjects/Networking/DefaultNetworkPrefabs Unused.asset and Assets/DefaultNetworkPrefabs.asset	dead-code	high	2 assets, ~10.6 KB	Three NetworkPrefabsList assets exist; only ScriptableObjects/Networking/DefaultNetworkPrefabs.asset is live (1 ref, from Prefabs/Systems/NetworkManager.prefab). 'DefaultNetworkPrefabs Unused.asset' is refcount 0 and is literally named Unused (its internal m_Name is still 'DefaultNetworkPrefabs'). Assets/DefaultNetworkPrefabs.asset sits loose at the Assets/ root (orphans.tsv row 1, refcount 0) — a stale Netcode auto-generated list from before the restructure.	None — a stale prefab list cannot be 'partly' used; NetworkManager.prefab points at exactly one. Flagging the root-level file for the networking auditor as well since it sits outside Assets/Game.
Assets/Game/ScriptableObjects/Settlements/SettlementConfig.asset	superseded	high	2.5 KB	refcount 0; grep of all .cs for 'SettlementConfig' returns 0 hits. Same type (RobotSettlementRecipe) as the live FerdinandDesertSettlement.asset, which has 3 refs (Chunk_18_10.unity, Chunk_7_5.unity, FerdinandChunk_3_1.unity). Generic default name vs. the named recipe actually used.	Loses the default recipe template if someone wants to author a second settlement from scratch. Low.
Assets/Game/ScriptableObjects/CaveProfiles/{AlienBioluminescent,CrystalCavern,LavaTube,SandstoneCave,WetGrotto}.asset	experiment	low	5 assets, ~26 KB + a 4-fbx cascade	5 of 6 CaveProfiles at refcount 0; only RuinCave.asset is used (1 ref, from Scenes/Interiors/AlgeaCave.unity). CaveProfile is a plain [CreateAssetMenu] SO consumed via [SerializeField] private CaveProfile profile on CaveSpawner — there is no Resources.Load or LoadAll for it anywhere (verified against the full Resources.Load grep: only Interiors, Items, Saveable, MapTiles, MapMeshes, Cameras paths appear). Note Scenes/Interiors/SandstoneCaveInterior.unity does NOT reference SandstoneCave.asset, so even the name-matched one is unwired. Cascade: Art/Models/Environment/Caves/Boulders/Boulder_01..04.fbx have refcount 3 sourced ENTIRELY from CrystalCavern/LavaTube/WetGrotto — deleting the profiles orphans that 4-file boulder set too.	These are authored art-direction presets — the cheapest content in the repo to keep and the most annoying to re-author. Recommend KEEPING unless the cave feature is being cut. Listed for completeness, not urged.
Assets/Game/Settings/Mobile_RPAsset.asset + Assets/Game/Settings/Mobile_Renderer.asset	dead-code	high	2 assets, ~5.5 KB	Mobile_RPAsset.asset refcount 0; grep of all .cs for 'Mobile_RPAsset' returns 0 hits. It is not in ProjectSettings/QualitySettings.asset nor GraphicsSettings.asset — those reference only PC_RPAsset.asset (2 refs: GraphicsSettings + QualitySettings). Mobile_Renderer.asset's single referencer is Mobile_RPAsset.asset itself, so the pair is a closed dead island: an unused URP mobile quality tier in a PC-only project.	Blocks a future mobile/low-spec quality tier; regenerating a URP asset pair is a 30-second operation. Negligible.
Assets/Game/Scenes/Tests/CaveTest.unity, Assets/Game/Scenes/Tests/Markus Music Test Scene.unity, Assets/Game/Scenes/Utility/SpriteRenderScene.unity, Assets/Game/Scenes/References/{Blocking scene.asset, Ferdinand_Test_world.asset}	experiment	high	3 scenes (0.40 MB) + 2 SceneReference assets (1.1 KB)	Per-scene assessment against EditorBuildSettings (263 entries; the 15 non-chunk ones enumerated). NOT in the build and refcount 0: CaveTest.unity (content dump: 0 GameObjects — a completely empty 3.5 KB default scene), Markus Music Test Scene.unity (4 GameObjects: 2 pb_Mesh ProBuilder blocks + a light; SOLE referencer of Scripts/Presentation/Audio/AudioTestThingy.cs), SpriteRenderScene.unity (2 GameObjects: Main Camera + Directional Light, i.e. an untouched default scene; grep of all .cs for 'SpriteRenderScene' = 0 hits), DuneFoilTest.unity (not in build, but IS one of 3 referencers of the live DuneFoil.prefab and the only non-world referencer of Environment/Sky/Wind — keep as a rig test). Scenes/References/'Blocking scene.asset' and 'Ferdinand_Test_world.asset' are SceneReference SOs at refcount 0 that exist only to point at test scenes (the other four SceneReferences are live and drive MainMenu/LobbyMenu/GameManager).	Markus Music Test Scene is the only place the FMOD music setup was demonstrated; deleting it also makes AudioTestThingy.cs dead (hand to the scripts auditor). CaveTest and SpriteRenderScene are risk-free — one is empty, the other is a stock scene.
Assets/Game/Scenes/Tests/{Aleksander test scene, Tommy test scene, Emil test scene, Marius test scene}.unity, Blocking test.unity, Ferdinand_Test_world.unity — SHIP-BLOCKING, remove from EditorBuildSettings (deletion optional)	experiment	high	6 EBS entries; scenes total 1.02 MB but their build cost is the whole transitive asset closure	All SIX are enabled: 1 in ProjectSettings/EditorBuildSettings.asset, i.e. four per-developer scratch scenes plus two test worlds are compiled into every player build. Verified from the 15 non-chunk EBS entries. Exclusive content per a10_soleref.py: 'Marius test scene' is the sole referencer of Art/Models/Environment/Structures/Doors/99_Enviroment_Doors.fbx, Prefabs/Systems/InputManager.prefab and Scripts/.../DoorInteraction.cs; 'Aleksander test scene' is the sole referencer of Prefabs/Environment/Structures/Facilities/LaunchArea.prefab, Prefabs/Vehicles/RoverNoHierarchy.prefab and its own NavMesh-DemoScene.asset; 'Blocking test' is the sole referencer of Terrain/TerrainData/BlockingScene Terrain/Blocking test terrain.asset. Tommy test scene (17 KB) and Emil test scene (31 KB) have NO exclusive content at all — they reference only NetworkGameManager / NetworkManager / Items-Debug prefabs that other scenes also use, so they are pure scratch. Ferdinand_Test_world.unity duplicates persistentScene's entire prefab set (Ostrich, DesertCrawler, DuneFoil, RigWalker, ShipRV, MapHologramTerrain, WorldStreamer, MapService, SaveManager…) and is the sole referencer of Settings/FerdinandWorldStreamingConfig.asset.	Tommy + Emil test scenes: delete outright, no exclusive content, high confidence. Aleksander/Marius/Blocking test: de-list from the build but keep on disk, or first rescue LaunchArea.prefab / RoverNoHierarchy.prefab / 99_Enviroment_Doors.fbx / DoorInteraction.cs into a scene you keep — otherwise they silently become dead. Ferdinand_Test_world is a deliberate second world (4x2 chunks) — de-list from the build; deleting it kills FerdinandWorldStreamingConfig, Terrain/FerdinandChunkData (8 assets) and Scenes/Tests/FerdinandWorld/Chunks (17 tracked files), so that is a product decision, not cleanup.
Assets/Game/Art/Models/Environment/Nature/Boulders/ — 7 .obj + 8 .mtl + 4 .fbx (Boulder_01_Round.fbx/.obj, Boulder_03_Flat.fbx/.obj, Rock_06_Small.fbx, Rock_07_Pebble.fbx/.obj, Boulder_02_Jagged.obj, Boulder_04_Tall.obj, Boulder_05_Chunky.obj, Boulder_08_Massive.obj, all 8 .mtl)	generated	medium	19 files, 0.06 MB (byte-trivial; the value is folder legibility — 24 files down to 5)	Classic intermediate-import-artifact cluster: the same 8 boulders exist as .fbx AND .obj AND .mtl side by side (24 files in one folder). refs.tsv shows exactly 5 live: Boulder_02_Jagged.fbx, Boulder_04_Tall.fbx, Boulder_05_Chunky.fbx, Boulder_08_Massive.fbx and Rock_06_Small.obj — all referenced only by ScriptableObjects/CaveProfiles/RuinCave.asset. Every .mtl is at refcount 0 (Unity consumes .mtl at import time only; nothing in the asset database points at one). The mismatched pair (Rock_06_Small: .obj live, .fbx dead) proves the two export formats were never reconciled.	Deleting a .mtl forces the matching .obj to reimport with default materials. Since only Rock_06_Small.obj is live, delete its .mtl last / keep that one pair intact. Very low.
Assets/Game/Art/Brushes/NewBrush.brush, Assets/Game/Art/Materials/Terrain/{NewLayer.terrainlayer, NewLayer 1.terrainlayer, NewLayer 2.terrainlayer}, Assets/Game/Art/Materials/Terrain/{New Terrain Material.mat, CaveTriplanar.mat, SandstoneTriplanarGoldenDune.mat, SandstoneTriplanarRedDesert.mat, SandstoneTriplanarSaltFlat.mat}, Assets/Game/Art/Materials/Untitled/New Material.mat, Assets/Game/Art/Materials/Environment/{CaveAlgaeGlow.mat, CaveTriplanarAlgaeGlow.mat}, Assets/Game/Art/Materials/RuinScanner/RuinSecretReveal.mat, Assets/Game/Art/Materials/Weapons/Custom_LightningPlasma 1.mat	unused-asset	medium	14 files, ~0.03 MB	All 14 at refcount 0 in refs.tsv and present in orphans.tsv. NewBrush.brush is an accidental terrain brush built from Assets/Plugins/FMOD/images/Border.png (it is that PNG's only referencer) — pure editor misclick, 0 code hits for 'NewBrush'. The three NewLayer*.terrainlayer plus 'New Terrain Material.mat' are default-named leftovers from the abandoned MasterScene terrain workflow. 'Custom_LightningPlasma 1.mat' is a Unity duplicate-suffix copy of the live Custom_LightningPlasma.mat (1 ref, CixinGunFinal.prefab). CaveAlgaeGlow.mat is the dead twin of the live AlgaeGlow.mat (1 ref). The three SandstoneTriplanar{GoldenDune,RedDesert,SaltFlat} variants are dead while SandstoneTriplanarLight.mat is live (4 chunk-scene refs) — an unused colourway set.	The three SandstoneTriplanar colourways may be intended terrain variety for future chunks — cheap to keep. Everything else is default-named editor debris with no plausible use.
Assets/Game/Prefabs/Characters/Player/Player.prefab, Assets/Game/Prefabs/Camera/3rd person.prefab, Assets/Game/Prefabs/UI/HUD/Interact.prefab, Assets/Game/Scenes/World/robotsettlement.prefab, Assets/Game/Prefabs/Vehicles/Rover.prefab, Assets/Game/Prefabs/Agents/Robots/DeathmatchBot.prefab	dead-code	medium	6 prefabs, ~0.31 MB	All refcount 0. Player.prefab (307 lines) is the known dead stub — confirmed independently: the live player is PlayerCharacter.prefab (7 refs incl. persistentScene, SpawnManager, PlayerCharacterNetworked). '3rd person.prefab' (149 lines, single GameObject) is superseded by Resources/Cameras/Mount Third Person Camera.prefab which MountModule.Camera.cs:129 loads by string. UI/HUD/Interact.prefab is superseded by the InteractionPromptUI component already on the live PlayerHUD.prefab. Scenes/World/robotsettlement.prefab is a 34-line near-empty prefab sitting inside the SCENES folder (wrong folder AND dead). Vehicles/Rover.prefab is guid-Jaccard 0.91 to RoverNoHierarchy.prefab (1 ref, Aleksander test scene) and shares all 22 Rover .fbx parts with it. DeathmatchBot.prefab (97 KB, guid-Jaccard 0.97 to the live PatrolRobot.prefab) is orphan because MatchManager is not placed in any scene at all — see the bug list; do NOT delete it, fix the wiring.	DeathmatchBot.prefab must NOT be deleted — it is the intended minigame bot and its orphan status is a symptom of the unwired MatchManager (verified bug below). Deleting Vehicles/Rover.prefab while keeping RoverNoHierarchy means the bogie-IK hierarchy version is gone; check which the Rover work is meant to continue from. The other four are safe.
Assets/Game/Resources/Interiors/Destination_ExitRuin.asset	dead-code	medium	470 bytes	refcount 0 AND not reachable by string: the only Resources.Load touching that folder is Scripts/Core/SceneManagement/Interiors/InteriorTestBootstrap.cs:32, Resources.Load<InteriorScene>("Interiors/Interior_Test") — a single explicit path, not a LoadAll, and no Interior_Test asset exists anywhere (find returned nothing). Its four siblings are live: Destination_EnterRuin (4 refs), Effect_FadeToBlack_Ruin (4), Effect_WalkThroughCutscene (2), Interior_AlgeaCave (1), Interior_SandstoneCave (1). Body is just 'timeoutSeconds: 15' on an ExitInteriorDestination.	If the exit-portal flow is being built, this is the config it would use — but nothing references it today and re-creating it is one right-click. Note its live siblings are referenced only by the Cutscenes/CutsceneExamples prefabs proposed for removal above, so removing those drops EnterRuin/Effect_* to 0 refs as well; re-check before deleting that cluster.
Assets/Game/Art/Models/Environment/Structures/RuinInterior/{alien_maze.fbx, alien_ruin_entrance_prototype.fbx}, Assets/Game/Art/Models/Environment/Structures/Ruins/ruin_simple.fbx, Assets/Game/Art/Models/Weapons/CixinGun/{cixinGun.fbx, cixinGunNrecalc.fbx}, Assets/Game/Art/Models/Vehicles/Rover/wheel2.fbx, Assets/Game/Art/Sprites/Items/GrapplingHookGun.png, Assets/Game/Art/Textures/Effects/FlashlightCookie.png	experiment	medium	8 files, ~3.95 MB	All at refcount 0. Iteration leftovers where a later version won: cixinGunFinal.fbx is live (2 refs) while cixinGun.fbx and cixinGunNrecalc.fbx ('Nrecalc' = normals-recalculated experiment) are dead; wheel2.fbx is dead while wheel3/4/5/6.fbx are all live (2 refs each — the Rover uses 4 wheels numbered 3-6, so wheel2 is a discarded iteration); 'alien_ruin_entrance_prototype.fbx' is explicitly named prototype and the live entrance is RuinInterior/ruin_entrance2.blend (2 refs, in persistentScene + FerdinandChunk_3_1). GrapplingHookGun.png is unused while GrapplingHook.png is the live icon (3 refs). FlashlightCookie.png is unused — Scripts/Characters/Player/Equipment/Flashlight.cs drives the beam via Shader.PropertyToID globals and a generated mesh, never a light cookie.	alien_maze.fbx (2.2 MB) may be planned ruin-interior content rather than a discarded prototype — ask. The rest are clearly superseded iterations of assets whose successor is live.
Assets/Game/Art/Models/Creatures/Robotic/Ostrich/ostrich_rigged.blend1 and Assets/Game/Art/Models/Environment/Structures/Outpost/robot_rig/walker_station.blend1 (plus all 11 .blend1 in the tree)	backup	high	17.51 MB across 11 files (local disk only, not in git)	Blender auto-save backups. Already correctly gitignored (git check-ignore -v confirms '.gitignore:20:*.blend1'; git ls-files -- '*.blend1' returns empty, so untracked) — but they are present on disk WITH .meta files, which means Unity is importing them, i.e. launching Blender for 17.5 MB of backup files on every fresh import. Purely local clutter.	Zero to the repo. On one developer's machine a .blend1 could be the only surviving copy of a hand edit — note the recorded warning that ostrich.blend is hand-modelled with no git backup, so ostrich_rigged.blend1 (8.9 MB) is the safety net for exactly that file. Recommend: leave ostrich_rigged.blend1 alone, delete the rest.
DO NOT REMOVE — verified live despite showing 0 GUID refs (recorded so no one else deletes them)	unused-asset	high	n/a — exclusion list	Categorising the reported orphan counts: (a) 276 of the ~286 orphan PNGs / 65 orphan .asset in this tree are Resources.Load-by-STRING and are LIVE — 240 Assets/Game/Resources/MapTiles/Tile_x_y.png via MapUI.cs:560 Resources.Load<Sprite>($"MapTiles/Tile_{x}_{y}") and 36 Assets/Game/Resources/MapMeshes/MapMesh_x_y.asset via MapHologramTerrain.cs:789. (b) All 7 orphan .shader in Art/Shaders/UI are LIVE via Shader.Find — declared names verified inside each file: HelmetHUDDangerVignette->'UI/HelmetHUDDangerVignette', HelmetHUDHologramSolid->'UI/HelmetHUDHologramSolid', HelmetHUDHolographicUI->'UI/HelmetHUDHolographic', HologramBeam->'Hologram/Beam', HologramSolid->'Hologram/Solid', HologramTerrain->'Hologram/Terrain', MapHolographic->'UI/MapHolographic', each matched to a Shader.Find call site. (c) The 3 orphan .hlsl (Caves/CaveBump.hlsl, Effects/Flashlight.hlsl, Vehicles/SailCloth.hlsl) are #include'd by shaders, which is not a GUID reference. (d) Assets/Game/Resources/Items/Artifacts/{Lasso,Leash}.asset are LIVE via RegistryLoader.cs:19 Resources.LoadAll<InventoryItem>("Items"). (e) Assets/Game/Art/Models/Environment/Structures/TempDemo/DemoScene.fbx has 35 refs despite the 'TempDemo' name — it is the source mesh for every rock/plant prefab. (f) Assets/Game/Settings/Input/InputControls.cs is the documented false positive. (g) The 5 Assets/StreamingAssets/*.bank are loaded by FMOD at runtime by filename.	Deleting any of these breaks the map hologram, the helmet HUD, the item registry, or all environment rock/plant prefabs.
Assets/Game/Scripts/Core/SceneManagement/Interiors/InteriorTestBootstrap.cs	experiment	high	87 loc	refs.tsv: 0 GUID refs. Custom scan of every .cs/.unity/.prefab/.asset/.meta under Assets/ + ProjectSettings/ for the guid 13bc4f24f27c84b058d307b25bdd690b returns 0 hits, and for the type name 'InteriorTestBootstrap' returns 0 hits outside the file itself. Self-documented 'TEST-ONLY' in its own XML doc. Its RuntimeInitializeOnLoadMethod AutoInstall() is gated on `private const bool autoInstallEnabled = false;` (line 17) so even the self-install path is a compile-time no-op; the comment above it says 'Off by default now that real entrances exist.'	None found. If someone wants placeholder-cube interior testing back they lose that harness, but real entrances exist (SandstoneCaveDoor.prefab carries InteriorEntrance).
Assets/Game/Scripts/Presentation/UI/LobbyMenu/Flow/StartingGameManager.cs	experiment	high	44 loc	refs.tsv: 0 GUID refs; guid 5d5ee3a2915d5ed43802c9e266019fae has 0 hits across Assets/ + ProjectSettings/; type name 'StartingGameManager' has 0 hits outside the file. Content is one static method that hardcodes `networkManager.SceneManager.LoadScene("Tommy test scene", ...)` (line 35) — a personal test scene — and a leftover `Debug.Log(networkManager.SceneManager)` on line 34. It imports `UnityEngine.Networking` (the removed legacy UNet namespace) and never uses it. It derives from NetworkBehaviour to hold a static, which is exactly the mistake NetworkBootstrap.RemoveOrphanSceneNetworkObjects was written to clean up. Superseded by SessionLauncher (Core/Multiplayer) + LobbySystem, which is what LobbyMenu actually calls.	None found.
Assets/Game/Scripts/Presentation/UI/LobbyMenu/Core/Entity.cs	dead-code	high	28 loc	refs.tsv: 0 GUID refs; guid f1fce6cae5186384986e8309a2b0cd20: 0 hits across Assets/ + ProjectSettings/. The only file containing the word 'Entity' as a standalone identifier is Assets/Game/Scripts/Agents/Profiles/EntitySystemSetup.cs, which is in SpaceGame.Agents and does not reference SpaceGame.Presentation.Entity. Body is the untouched Unity script template: empty Start(), an Update() that calls an empty die(), a single unused [SerializeField] int health, plus an unused `using UnityEngine.Rendering;`.	None found.
Assets/Game/Scripts/Gameplay/Interaction/Interactions/LeverInteraction.cs	dead-code	high	69 loc	refs.tsv: 0 GUID refs; guid f22b915479bd046798f1dadf645a5db4: 0 hits across Assets/ + ProjectSettings/ (including .unity and .prefab); type name 'LeverInteraction': 0 hits outside the file. Its whole purpose is a serialized UnityEvent designers wire up, so a zero GUID count is conclusive — nothing has ever been wired to it.	Loses a generic 'click lever -> fire UnityEvent' component. Cheap to re-add if wanted.
Assets/Game/Scripts/Characters/Player/Combat/LightningSpawner.cs	superseded	high	66 loc	refs.tsv: 0 GUID refs; guid c42ad433473fc7d4d98a7b847c3c3cdf: 0 hits; type name 'LightningSpawner': 0 hits outside the file. It raycasts from a camera and instantiates a VFX prefab above the hit — the same job as Assets/Game/Scripts/Items/Artifacts/Gadgets/LightningSpell.cs, which does it through AimProvider.GetRayCast and IS referenced. It also carries its own InputActionReference wiring rather than going through PlayerInputManager, which is the project's stated single source of truth for input.	None found.
Assets/Game/Scripts/Core/Input/InputManager.cs	duplicate	high	28 loc + InputManager.prefab (1375 B)	Its only GUID reference is Assets/Game/Prefabs/Systems/InputManager.prefab (refs.tsv), and that prefab's only reference in turn is Assets/Game/Scenes/Tests/Marius test scene.unity (refs.tsv, refcount 1). It declares `public event Action OnUsePressed` — the identical event name PlayerInputManager.cs:45 declares. A repo-wide grep for OnUsePressed shows all four subscribers (Interactor.cs:58, EquipmentController.cs:84, PlayerController.cs:81/98) reach it through `PlayerController.Input`, which is `GetComponent<PlayerInputManager>()` (PlayerController.cs:32). Nothing subscribes to InputManager's copy. It also resolves its action by the string "Attack" from the project-wide InputSystem.actions rather than the generated InputControls the rest of the game uses.	Deleting the .cs leaves a missing-script warning on the object in 'Marius test scene', which is enabled at build index 8. Delete the prefab and the scene object together, or delete the test scene.
Assets/Game/Scripts/Core/SceneManagement/Core/Bootstrapper.cs	superseded	medium	53 loc	refs.tsv: 0 GUID refs. guid 88c7e135f88145841b2812983ffc1e57: 0 hits across Assets/ + ProjectSettings/. The one textual hit for 'Bootstrapper' is `m_Name: Bootstrapper` on line 134 of Assets/Game/Scenes/Core/Bootstrap.unity — a GameObject NAME; the two m_Script entries in that scene resolve (via assets.tsv) to RegistryLoader.cs (fc0f5fb…) and GameServiceLoader.cs (d5af489…), not this file. It is a static class whose RuntimeInitializeOnLoadMethod pair force-loads build index 0 and then reloads the entry scene, i.e. a third startup path alongside NetworkBootstrap.cs and SingleplayerInitializer. NetworkBootstrap.cs lines 9-15 document the OBSERVED behaviour that pressing Play in LobbyMenu 'skips Bootstrap entirely, leaving NetworkManager.Singleton null' — which cannot be true if this redirector works. Its hardcoded indices are also wrong (see the bug entry).	If the redirect IS taking effect in builds, removing it changes which scene a build starts in. Because index 1 is a deleted scene file, removing it is more likely to fix startup than break it. Verify by pressing Play in persistentScene and watching whether Bootstrap loads first.
Assets/Game/Settings/Mobile_RPAsset.asset	unused-asset	high	4650 B	assets.tsv refcount 0. Full-tree grep for guid 5e6cbd92db86f4b18aec3ed561671858 across Assets/ + ProjectSettings/ + Packages/ returns 0 hits. ProjectSettings/QualitySettings.asset has exactly one `customRenderPipeline` line and it points at 4b83569d67af61e458304325a23e5dfd = PC_RPAsset.asset; ProjectSettings/GraphicsSettings.asset references PC_RPAsset + UniversalRenderPipelineGlobalSettings. Unity URP template leftover.	None unless a mobile build target is planned; nothing is configured for one.
Assets/Game/Settings/Mobile_Renderer.asset	unused-asset	high	1713 B	Grep for guid 65bc7dbf4170f435aa868c779acfb082 across Assets/ + ProjectSettings/ returns exactly one file: Assets/Game/Settings/Mobile_RPAsset.asset (itself an orphan, above). So this is only reachable from an unreachable asset. Delete as a pair.	Same as Mobile_RPAsset.
Assets/Game/Scripts/Gameplay/Interaction/Interactions/DialogInteraction.cs	dead-code	medium	589 loc	13 GUID refs (refs.tsv), and every single one is under Assets/Game/Prefabs/Legacy/: NPC.prefab, NPC_Mechanic, NPC_Prospector, NPC_Settler, NPC_SkittishScavenger, Robots/Cath, Robots/Ernst, Robots/Phil, Robots/Roberto, Templates/Template. refs.tsv shows every one of those prefabs at refcount 0 — no scene, no prefab, no ScriptableObject references any of them. So the whole subtree is unreachable from any shipping root. The file itself opens with '//do not try to read this code. it is just a bunch of features related to dialoge interactions.' A grep of `dialogMode:` in all consumer prefabs returns only values 0 and 1, so DialogMode.RandomFromPredefinedPool and DialogMode.BranchingSequence (~230 of the 589 lines: BranchDialogStep, HandleBranchingInteraction, ShowBranchQuestion, ResolveNextIndex, the Update() Y/N key polling) are dead even for the prefabs that do exist.	CONDITIONAL on Assets/Game/Prefabs/Legacy/ going. If the Legacy NPC prefabs are meant to be revived, this is their dialogue system. Coordinate with whoever audits Prefabs/. Also drags in Presentation/UI NpcDialogPopupUI (out of my scope) — check that has no other consumer before removing it.
Assets/Game/Scripts/Gameplay/Interaction/Interactions/DialogPool.cs	dead-code	medium	131 loc	0 GUID refs — guid 22ed6f08311e04746927b20e6a1a1fea has 0 hits across Assets/, meaning NO DialogPool asset instance exists anywhere despite it being a [CreateAssetMenu] ScriptableObject. Its only code reference is DialogInteraction.cs:500/512 (the `globalDialogPool` field and the `DialogPool.GetDefaultLines()` fallback). 100 of its 131 lines are a hardcoded string[] of NPC barks.	Same condition as DialogInteraction — remove together or not at all. The 100 authored barks are content; consider extracting them to a text asset before deleting if anyone wants them.
Assets/Game/Scripts/Core/SceneManagement/Transitions/Destinations/SameSceneAnchorDestination.cs	dead-code	medium	37 loc	refs.tsv: 0 GUID refs; guid f590628c6084c493a91f193bd365e300: 0 hits across Assets/ + ProjectSettings/; type name: 0 hits outside the file. It is a [CreateAssetMenu] SceneDestination with zero instantiated assets — `ls Assets/Game/Resources/Interiors/` contains only Destination_EnterRuin, Destination_ExitRuin, Effect_FadeToBlack_Ruin, Effect_WalkThroughCutscene, Interior_AlgeaCave, Interior_SandstoneCave. Its sibling destinations all have exactly one asset each.	It is a documented designer extension point ('portal between two rooms in the same level'). Deleting removes a capability nobody has used yet.
Assets/Game/Scripts/Core/SceneManagement/Transitions/Destinations/ExitInteriorDestination.cs	dead-code	medium	47 loc + Destination_ExitRuin.asset	Its only GUID reference (refs.tsv) is Assets/Game/Resources/Interiors/Destination_ExitRuin.asset, and refs.tsv lists that asset at refcount 0 — nothing references it. Compare its sibling Destination_EnterRuin.asset, which has 4 referrers (Example_InteriorPortalDoor.prefab, CutsceneDoor.prefab, FerdinandChunk_3_1.unity, Chunk_7_5.unity). Interiors are actually exited via InteriorEntrance / InteriorManager.ExitInterior, not through a SceneTransition. So the .cs + the .asset form an unreachable pair.	If a walk-out exit volume is planned inside AlgeaCave/SandstoneCaveInterior, this is the intended mechanism. Check those two interior scenes for an unwired exit volume first.
Assets/Game/Scripts/Gameplay/Game/State/Game.cs	superseded	medium	21 loc	refs.tsv: 0 GUID refs (it is a static class, so that is expected). Repo grep `\bGame\.[A-Z]` across Assets/Game/**/*.cs, excluding GameObject/GameManager/GameMode/GameSettings/GameServices/GameState, returns NOTHING. The only readers of Game.Mode / Game.OnGameModeChanged in the project are GameServices.cs lines 10, 12, 17. Game.SetMode has zero callers, so Mode is permanently GameMode.Singleplayer and OnGameModeChanged never fires.	Only valid together with the GameServices.Initialize simplification (see refactors). If multiplayer-vs-singleplayer service swapping is a real future requirement, keep the file — but note it has never worked, because nothing ever called SetMode.
Assets/Game/Scripts/Gameplay/Game/State/GameMode.cs	superseded	medium	9 loc	refs.tsv: 0 GUID refs; guid f6e3b075fd434e739d2735410fb5633e: 0 hits across Assets/. Repo grep for `GameMode.` shows the only two files using SpaceGame.Gameplay.GameMode are Game.cs and GameServices.cs; every other GameMode hit is the unrelated MatchGameMode enum in Minigame/Core/MatchEnums.cs. Two-value enum whose Multiplayer member is only reachable from the dead Game.SetMode path.	Same as Game.cs — delete as a set with the GameServices switch.
Assets/Game/Scripts/Gameplay/Interaction/Interactions/DoorInteraction.cs	superseded	low	117 loc	refs.tsv: exactly 1 GUID ref, Assets/Game/Scenes/Tests/Marius test scene.unity. No prefab uses it. The shipping doors go through SceneTransition/InteriorEntrance instead (SandstoneCaveDoor.prefab, Example_InteriorPortalDoor.prefab, CutsceneDoor*.prefab). It also Debug.Logs 'Door interacted with' on every use.	It is a self-contained reusable double-door animator that a level designer may well want. Only its being alive solely via one personal test scene makes it a candidate. Low confidence deliberately.
